Neutron_Porosity,Deep_Resistivity,Medium_Resistivity,Gamma_Ray,Density,DTC
0.1941,2.7025,2.4097,53.2168,2.6248,75.9053
0.1988,2.7882,2.6289999999999996,50.7719,2.6387,76.0278
0.1972,3.2864,3.7219,48.854,2.6408,76.1419
0.191,3.6146,4.5967,50.5778,2.6347,76.2561
0.1792,3.6142,4.8692,50.151,2.6274,76.1285
0.1711,2.9612,3.2089,49.7268,2.6199,75.9574
0.1683,2.7052,2.3356,51.6334,2.6114,75.7863
0.1635,2.8618,2.7384,52.9659,2.5995,75.592
0.158,2.9906,3.0388,50.9355,2.5844,75.392
0.1519,3.2581,3.6305,53.4853,2.5696,75.1919
0.147,3.4560000000000004,3.9865,57.038000000000004,2.5606,74.7428
0.1441,3.4987,4.1835,60.0361,2.5625,74.2113
0.1425,3.514,4.2562,61.2022,2.5734,73.6798
0.141,3.5527,4.3917,62.6607,2.5891,73.0941
0.1398,3.5553,4.3945,67.8061,2.6074,72.4855
0.1367,3.5449,4.3067,69.3728,2.6222,71.8769
0.1383,3.5180000000000002,4.1961,71.8276,2.6273,71.2489
0.1438,3.4912,4.0854,70.4173,2.6195,70.6108
0.1463,3.3971,3.8119,64.9139,2.6039999999999996,69.9726
0.14800000000000002,3.2207,3.5171,61.5349,2.5889,69.5689
0.1482,3.134,3.4068,57.8865,2.5785,69.3167
0.1464,3.15,3.4572,51.1761,2.5727,69.0645
0.1426,3.1704,3.4817,46.4207,2.5688,69.0345
0.1379,3.2032,3.5444,43.606,2.5644,69.1794
0.1336,3.1889999999999996,3.5085,40.464,2.5593,69.3243
0.1276,3.154,3.4423,39.6748,2.5544,69.5584
0.1284,3.1191,3.3761,39.611,2.5511,69.8778
0.1267,3.0971,3.3356,42.6109,2.5503,70.1972
0.1265,3.1065,3.3614,46.1342,2.552,70.5046
0.1287,3.095,3.3731,50.0766,2.5541,70.7981
0.1299,3.1065,3.3968,52.6664,2.5537,71.0916
0.1338,3.0919,3.3761,57.265,2.5499,71.3836
0.1364,3.063,3.3021,59.9741,2.5444,71.6733
0.138,3.0305,3.2218,58.5577,2.5396,71.9631
0.1402,2.9975,3.1539,57.3625,2.5369,72.2658
0.14300000000000002,2.9892,3.1423,52.5498,2.5358,72.59100000000001
0.1454,2.9808,3.1306,49.7273,2.5358,72.9161
0.1465,2.9729,3.1265,49.474,2.5376,73.1464
0.1463,2.9847,3.1355,47.7326,2.5407,73.1744
0.1481,2.97,3.1139,46.9899,2.5434,73.2025
0.1462,2.9788,3.1095,48.0036,2.5443,73.2112
0.1438,2.9837,3.1258,47.9638,2.5442,73.1679
0.1416,3.0204,3.2089,48.3394,2.5442,73.1246
0.1402,3.0549,3.302,51.6432,2.5455,73.0196
0.1397,3.0786,3.338,51.9057,2.5471,72.7003
0.1364,3.1023,3.3741,55.3929,2.549,72.3809
0.1361,3.1097,3.3969,57.4633,2.5508,72.20100000000001
0.1395,3.0508,3.2856,56.6879,2.552,72.6761
0.1405,3.0184,3.1943,56.1248,2.5525,73.1512
0.1417,3.0045,3.1471,56.4326,2.5523,73.5827
0.1423,2.9945,3.1165,54.9458,2.551,73.7155
0.142,2.9916,3.113,56.2525,2.5488,73.8482
0.1417,2.9886,3.0877,55.7504,2.5456,73.9866
0.1433,2.9651,3.0426,57.718,2.5421,74.1904
0.1471,2.9574,3.0269999999999997,58.973,2.5387,74.3941
0.1523,2.9496,3.0114,58.6081,2.5354,74.5944
0.1564,2.9342,2.9752,57.6217,2.5318,74.6867
0.1578,2.9247,2.9686,57.4935,2.5276,74.779
0.157,2.9285,2.9959,56.9804,2.5234,74.8713
0.1526,2.9361,3.008,57.1692,2.5212,75.1366
0.1514,2.9247,2.9943,60.3714,2.5221,75.4047
0.1532,2.9256,3.0038,60.543,2.5264,75.6728
0.1516,2.9419,3.0345,58.9512,2.533,75.9497
0.1496,2.9399,3.0486,58.5234,2.5391,76.2271
0.1474,2.938,3.0627,60.0553,2.5423,76.5045
0.145,2.9496,3.0986,58.9805,2.5418,76.5696
0.1425,2.9554,3.1368,57.9285,2.5388,76.6077
0.1377,2.9525,3.1399,58.273999999999994,2.5363,76.6459
0.1373,2.9573,3.1448,57.7702,2.5371,76.5986
0.138,2.9361,3.1249,56.2163,2.5403,76.535
0.1395,2.938,3.1342,57.3662,2.5435,76.4713
0.1408,2.94,3.1475,56.5738,2.5443,76.3262
0.145,2.9544,3.1916,56.0701,2.5442,76.1597
0.1464,2.9482,3.1875,55.9583,2.5449,75.9931
0.1477,2.9419,3.1834,54.4637,2.5462,75.818
0.1485,2.9467,3.1925,56.145,2.5469,75.64
0.145,2.9438,3.1871,55.4856,2.5467,75.4619
0.1432,2.9333,3.1798,56.0735,2.5465,75.2705
0.1439,2.9209,3.1663,56.0941,2.5471,75.0732
0.1419,2.9152,3.1519999999999997,56.881,2.5477,74.8759
0.1412,2.9123,3.1537,56.0607,2.5476,74.7553
0.1424,2.9266,3.1798,56.4471,2.5466,74.6766
0.1424,2.9228,3.1737,57.8743,2.5467,74.5979
0.146,2.9189999999999996,3.1677,57.7966,2.5485,74.582
0.1489,2.9133,3.1726,58.8803,2.5521,74.6081
0.15,2.9085,3.1395,59.4383,2.5554,74.6342
0.149,2.8944,3.1262,60.3499,2.5571,74.7043
0.1466,2.9133,3.1519999999999997,58.938,2.5580000000000003,74.8104
0.1445,2.8982,3.1319,58.82,2.5592,74.9164
0.1435,2.8963,3.1342,59.7783,2.5611,75.0221
0.1436,2.8879,3.1183,59.7252,2.5626,75.1274
0.1438,2.8786,3.0998,61.3924,2.5632,75.2327
0.1434,2.8693,3.0812,62.8129,2.5639999999999996,75.265
0.1434,2.8445,3.0185,61.5502,2.5646,75.2099
0.1446,2.83,2.9852,60.1812,2.5639,75.1549
0.1474,2.8084,2.9621,61.5281,2.5614,75.0796
0.1509,2.8146,2.9686,64.7293,2.5581,74.9749
0.1541,2.7941,2.9417,64.4365,2.5566,74.8701
0.1575,2.7765,2.9068,66.8148,2.5580000000000003,74.8201
0.1614,2.7143,2.7894,69.8841,2.5601,74.8676
0.1654,2.6899,2.7209,72.392,2.5602,74.915
0.1678,2.6853,2.7225,75.5529,2.5579,74.9943
0.1677,2.6807,2.7242,76.4691,2.5545,75.14399999999999
0.166,2.6543,2.6974,73.7817,2.5514,75.2938
0.1633,2.6461,2.7075,70.6106,2.5491,75.4934
0.161,2.6453,2.7677,70.512,2.5474,75.8327
0.1591,2.6625,2.8559,67.452,2.5469999999999997,76.172
0.1576,2.6675,2.9192,64.7461,2.5479,76.5077
0.1564,2.634,2.9131,62.5257,2.5499,76.8303
0.1556,2.6123,2.9027,62.61600000000001,2.5513,77.1528
0.156,2.6035,2.9164,62.1856,2.5513,77.4703
0.1567,2.6139,3.338,63.0099,2.5572,78.947
0.1553,2.6035,3.3994,60.7788,2.5604,78.6616
0.1745,2.6218,3.6719,58.0786,2.57,75.7297
0.1889,2.6724,4.0329,62.2935,2.5703,75.5124
0.125,2.6043,2.7871,33.266,2.6109,72.3002
0.132,2.6059,2.8022,35.8741,2.6185,72.7653
0.1377,2.6259,2.8408,36.3188,2.6252,73.285
0.1401,2.638,2.8653,38.4718,2.6294,73.8048
0.1442,2.6462,2.8645,42.6842,2.6296,74.3372
0.1471,2.6592,2.8731,47.1069,2.6259,74.8759
0.1503,2.6708,2.8952,51.1277,2.6201,75.4146
0.1554,2.6757,2.8992,53.588,2.6142,75.8166
0.1636,2.6683,2.8755,58.2463,2.6088,76.13600000000001
0.1743,2.6510000000000002,2.8128,61.1591,2.6036,76.4555
0.1855,2.6364,2.7916,61.9974,2.5983,76.5875
0.1952,2.6299,2.7573,61.1647,2.5932,76.5814
0.2,2.6027,2.6803,61.5208,2.5883,76.5752
0.209,2.6091,2.6967,59.7232,2.5838,76.4396
0.2128,2.6139,2.7115,58.5874,2.5795,76.1881
0.4337,3.8517,6.6763,299.9302,2.2656,107.0669
0.4353,3.68,5.2914,297.902,2.263,106.684
0.4385,3.4798,4.7527,295.1017,2.2668,106.3011
0.4431,3.4312,4.6258,297.8807,2.2744,105.9903
0.4462,3.3662,4.4689,296.2629,2.282,105.7261
0.4434,3.2567,4.1464,296.5712,2.2881,105.4619
0.4346,3.2681,4.0751,295.2338,2.2927,105.4952
0.442,3.3164,4.0178,295.8429,2.2972,106.2121
0.4592,3.2247,3.738,288.1989,2.2945,106.3119
0.4668,3.117,3.4858,283.0034,2.289,106.4118
0.4653,3.1013,3.3522,278.9182,2.2808,106.5699
0.4658,3.0365,3.1825,276.3003,2.2708,106.7957
0.4759,2.9392,2.9415,274.5789,2.2594,107.0215
0.4971,2.9057,2.8258,271.5905,2.2476,107.0928
0.51,3.0093,3.0964,270.1989,2.2358,106.9469
0.511,3.2298,3.6387,266.9762,2.2235,106.801
0.5058,3.3659,3.8255,268.3304,2.2118,106.6148
0.5031,3.2955,3.6267,271.3416,2.2027,106.3593
0.4998,3.2187,3.4136,269.3845,2.1971,106.1039
0.493,3.2253,3.3771,267.666,2.1946,105.8872
0.4888,3.1836,3.2781,267.9402,2.1938,105.7532
0.4874,3.1683,3.1816,272.6458,2.1931,105.6192
0.4905,3.2232,3.3043,274.6664,2.1931,105.572
0.4961,3.2545,3.3467,270.8774,2.197,105.7582
0.5035,3.1548,3.07,270.645,2.2069,105.9443
0.5039,3.0589,2.8936,264.2608,2.2206,106.1052
0.4923,3.0848,2.9096,260.9577,2.2311,106.1783
0.4721,3.1468,2.9926,262.3587,2.2336,106.2515
0.4569,3.1234,2.9312,263.0237,2.2281,106.3054
0.4561,3.1361,2.9191,264.4742,2.2217,106.2685
0.4663,3.2256,3.0782,266.8572,2.224,106.2317
0.4703,3.3706,3.3419,263.1733,2.2357,106.2149
0.4605,3.6113,3.7204,256.0312,2.2489,106.3354
0.4461,3.8704,4.1530000000000005,259.0368,2.2537,106.4559
0.4385,4.0932,4.4458,257.8855,2.2458,106.5865
0.4388,4.039,4.4463,263.2187,2.2293,106.835
0.4465,3.7518,3.8054,268.2817,2.211,107.0835
0.4573,3.6039,3.449,272.7811,2.1975,107.3545
0.4737,3.6282,3.4334,275.1426,2.1893,108.3192
0.4884,3.7022,3.5675,268.6791,2.1853,109.2839
0.4983,3.7979,3.6689999999999996,254.7,2.1849,110.2486
0.5019,3.9160000000000004,3.7932,239.5277,2.1894,110.8321
0.5063,4.0935,4.0194,231.0461,2.1989,111.4091
0.5146,4.1619,4.1254,230.7235,2.2099,111.9861
0.5181,4.1199,4.0269,233.0272,2.2162,112.1487
0.5137,4.0488,3.8131,238.7366,2.2141,112.2827
0.5039,4.0815,3.8863,247.9697,2.2044,112.4167
0.4991,4.2211,4.1109,255.6171,2.1891,112.3972
0.5035,4.4052,4.5318,254.9855,2.1716,112.3582
0.5107,4.6244,4.9563,254.1978,2.1590000000000003,112.3192
0.5084,4.938,5.4757,253.2559,2.1586,112.2134
0.4934,5.0221,5.643,245.7306,2.1733,112.0949
0.4721,4.853,5.3373,240.3328,2.1968,111.9764
0.4514,4.5941,4.729,235.5313,2.2226,111.7875
0.4366,4.8277,5.2558,230.333,2.2475,111.58
0.4316,5.2464,6.4085,222.2163,2.2705,111.3725
0.43700000000000006,5.5114,7.1785,211.4429,2.2879,111.0365
0.4537,5.5059,7.1909,212.3421,2.2963,110.6562
0.4745,5.1898,6.2279,211.9078,2.2958,110.2758
0.4833,4.3865,4.6521,211.8586,2.2914,109.9346
0.4764,4.0021,3.8698,213.0215,2.2886,109.6104
0.4523,4.1147,3.9679,210.2772,2.2881,109.2862
0.4258,4.1036,4.2062,212.8259,2.2886,108.7686
0.4046,3.8377,3.8526,208.8284,2.291,108.1457
0.3941,3.5605,3.4048,201.03599999999997,2.2968,107.5228
0.3937,3.5051,3.4929,192.7068,2.3061,106.9827
0.3984,3.5242,3.5932,183.5654,2.3144,106.4979
0.4023,3.3707,3.4147,180.0042,2.3177,106.0132
0.4013,3.1489,3.1253,180.5367,2.3152,105.5668
0.3954,3.0127,2.9087,175.2848,2.3105,105.1516
0.3885,2.9477,2.8849,175.4017,2.3081,104.7364
0.3859,2.8982,2.8685,176.4279,2.3079,104.4508
0.3907,2.8536,2.8397,178.5662,2.3074,104.29299999999999
0.4015,2.8647,3.0141,174.829,2.3039,104.1352
0.4127,2.9342,3.2929,172.2256,2.2972,104.0315
0.4198,2.9496,3.3639,171.354,2.2905,103.9925
0.4138,2.9095,3.3988,166.2543,2.2874,103.9536
0.4061,2.8721,3.3507,162.9275,2.2904,103.9547
0.4007,2.7245,3.0567,165.9461,2.2993,104.0143
0.4006,2.6292,2.7864,174.6927,2.31,104.0739
0.4052,2.6478,2.9008,180.4514,2.3179,104.1734
0.4112,2.6966,2.9844,181.75599999999997,2.3194,104.344
0.4155,2.6708,2.8794,184.0158,2.3156,104.5146
0.4195,2.67,2.8626,180.5311,2.3101,104.6871
0.4177,2.6139,2.7359,173.0273,2.305,104.8635
0.4098,2.8433,3.1069999999999998,174.43099999999998,2.2999,105.0399
0.4033,3.0691,3.9164,171.0968,2.2944,105.1544
0.402,2.7922,3.1382,167.2638,2.2919,105.0958
0.4065,2.6924,2.8014,169.7621,2.296,105.0372
0.4116,2.764,2.9569,168.4811,2.3044,104.90799999999999
0.4123,2.9535,3.292,172.8391,2.3115,104.5214
0.4082,3.1332,3.4628,181.8589,2.312,104.1347
0.4017,3.1726,3.4078,191.0758,2.3064,103.7903
0.3971,3.1694,3.3569999999999998,201.4775,2.3007,103.656
0.397,3.1575,3.2218,205.82299999999998,2.3007,103.5216
0.3999,3.3393,3.5713,207.7817,2.3064,103.4078
0.4027,3.5268,4.0956,212.4137,2.3099,103.4458
0.4051,3.6063,4.1657,215.6692,2.3042,103.4838
0.4095,3.6772,4.1955,218.62900000000002,2.2914,103.5391
0.4159,3.7418,4.3579,220.2708,2.2778,103.82
0.4203,3.8139,4.4217,220.6838,2.2676,104.1009
0.4209,3.8213,4.4009,217.5227,2.2606,104.3789
0.4154,3.9222,4.5709,212.5891,2.2532,104.5363
0.4141,4.0423,4.8058,213.7715,2.245,104.6938
0.4221,4.0455,4.753,216.0352,2.2394,104.8512
0.4373,4.0423,4.6468,215.2389,2.2387,104.8455
0.4516,4.0325,4.4858,215.2507,2.2424,104.8356
0.461,3.9549,4.2244,219.1401,2.2483,104.8257
0.4596,3.8946,4.1163,220.4036,2.254,104.9279
0.4524,3.8599,3.9669,225.0959,2.2574,105.0389
0.4433,3.8916,3.9753,222.9848,2.2573,105.1498
0.4359,4.0837,4.3292,223.9032,2.2547,105.1724
0.4329,4.2101,4.6381,227.7819,2.2524,105.1828
0.4314,4.3351,5.0071,232.43,2.2519,105.1933
0.4274,4.548,5.617999999999999,237.7565,2.2515,105.2467
0.4268,4.7032,5.9678,239.5167,2.2479,105.3088
0.4296,4.754,6.058,245.9096,2.2408,105.3709
0.4311,4.7497,6.0381,247.4247,2.2328,105.3514
0.4276,4.7668,6.0463,248.0757,2.2272,105.3094
0.42200000000000004,4.8836,6.3563,247.8132,2.225,105.2675
0.4197,5.1323,7.1319,244.1387,2.2244,105.1892
0.42200000000000004,5.2522,7.7608,240.7908,2.2224,105.0979
0.424,5.2266,7.5726,238.9527,2.2168,105.0066
0.4226,5.0349,6.8053,240.951,2.2096,105.0052
0.4172,4.6979,5.8754,235.8645,2.206,105.0446
0.4095,4.5086,5.42,230.5739,2.2092,105.0841
0.402,4.4203,5.2372,226.8267,2.2167,105.0497
0.3994,4.2971,4.9689,224.2474,2.2238,104.9737
0.4036,4.2066,4.7434,225.398,2.229,104.8977
0.4131,4.2014,4.688,225.908,2.2345,104.8567
0.4222,4.1962,4.729,228.9603,2.2422,104.8401
0.4258,4.1068,4.5304,230.4348,2.2514,104.8234
0.4228,4.0669,4.5532,230.1001,2.2586,104.8654
0.4153,4.1281,4.6786,227.6516,2.2622,104.9567
0.4074,4.052,4.5718,231.6924,2.2647,105.04799999999999
0.4041,4.0553,4.5967,229.8883,2.2696,105.0787
0.4096,4.0553,4.6567,229.544,2.2773,105.0478
0.4215,4.031000000000001,4.6382,227.5921,2.2829,105.0168
0.4312,4.0005,4.5906,226.4154,2.2806,105.096
0.4334,3.9194,4.3992,231.7454,2.2708,105.3113
0.4288,3.8405,4.2603,235.7752,2.2598,105.5266
0.4233,3.8346,4.2727,236.5743,2.2536,105.6445
0.4211,3.8494,4.244,237.3547,2.2527,105.6159
0.4207,3.8375,4.2871,236.7906,2.2542,105.5873
0.4208,3.8494,4.2919,236.4618,2.2552,105.5836
0.4193,3.8584,4.3051,235.6976,2.2552,105.6261
0.4161,3.8644,4.3816,231.3082,2.2554,105.6686
0.4105,3.8977,4.5094,228.4229,2.2569,105.6423
0.4038,3.9945,4.7389,227.71400000000003,2.259,105.4581
0.3993,4.098,5.0444,229.8888,2.2612,105.2738
0.3997,4.1687,5.2372,231.0989,2.2648,105.11
0.4051,4.2136,5.3966,225.8692,2.273,105.0055
0.4148,4.1859,5.3632,225.1832,2.2854,104.90100000000001
0.4262,4.1382,5.1711,226.0264,2.2945,104.7944
0.4322,4.1281,5.1367,227.3237,2.2929,104.6796
0.42700000000000005,4.1298,5.164,225.4419,2.2814,104.5648
0.4139,4.1449,5.267,225.8536,2.2695,104.4512
0.4028,4.1382,5.2989,227.7089,2.2638,104.3437
0.4,4.1483,5.3881,231.5799,2.2644,104.2362
0.402,4.1928,5.4812,236.2763,2.2679,104.1182
0.4022,4.1722,5.4161,244.3549,2.271,103.9171
0.3961,4.0867,5.2138,244.0628,2.2723,103.71600000000001
0.3855,3.9878,4.9545,244.8017,2.2712,103.5142
0.3757,3.8161,4.4647,240.3273,2.2687,103.3039
0.37200000000000005,3.7531,4.1981,240.8924,2.2685,103.0936
0.3777,3.7876,4.2968,237.4727,2.2728,102.884
0.3908,3.7617,4.1901,234.0817,2.2798,102.7197
0.4052,3.8316,4.3477,229.3967,2.2852,102.5554
0.4171,4.0129,4.9655,222.2485,2.2852,102.3911
0.4244,4.1247,5.1638,217.4616,2.2796,102.6714
0.4289,4.0487,4.9325,212.0059,2.2708,102.9667
0.4313,3.9659,4.7423,209.1324,2.2614,103.2619
0.4307,3.8524,4.4902,204.5985,2.2524,103.5022
0.428,3.7993,4.2988,203.0882,2.244,103.7376
0.4241,3.7905,4.1875,204.21,2.237,103.973
0.4223,3.8168,4.2156,205.0217,2.233,104.2273
0.4238,3.8584,4.2603,207.9741,2.2327,104.4845
0.4263,3.8825,4.3379,210.4635,2.2345,104.7417
0.4284,3.9548,4.4632,213.3398,2.2357,104.9311
0.4264,4.01,4.4947,217.6248,2.2356,105.1061
0.4236,4.0005,4.4976,222.1353,2.2346,105.281
0.4219,4.0021,4.4161,228.6795,2.2328,105.2367
0.4169,4.0037,4.2535,235.7601,2.2301,105.1289
0.4159,3.9253,4.084,236.4846,2.2272,105.0211
0.4169,3.8719,3.8828,235.7088,2.2261,105.0603
0.4114,3.8764,3.7724,237.6701,2.2279,105.1545
0.4077,3.8855,3.7426,241.408,2.2319,105.2487
0.4063,3.9968,3.9672,240.3493,2.2371,104.9882
0.3997,4.1281,4.2075,239.0758,2.2432,104.5602
0.3888,4.178999999999999,4.2589999999999995,235.6421,2.25,104.1321
0.3825,4.1775,4.2598,235.0025,2.2575,103.7741
0.3839,4.2806,4.2795,237.4809,2.2646,103.4569
0.3924,4.2949,4.3197,240.9973,2.2695,103.1397
0.4023,4.3477,4.3881,238.6369,2.271,102.9864
0.4082,4.3385,4.4609,240.9008,2.2689,102.9501
0.4076,4.3094,4.4376,246.1229,2.2648,102.9137
0.4011,4.1982,4.2282,250.33599999999998,2.2609,102.9546
0.3857,4.0069,4.0216,249.3402,2.2592,103.0625
0.3699,4.0487,3.9803,252.8355,2.2601,103.1704
0.361,4.1141,4.1906,253.0672,2.2626,103.3634
0.3622,4.2628,4.4261,253.9301,2.2652,103.646
0.3698,4.3849,4.7871,253.2496,2.2668,103.9285
0.3786,4.5759,5.3484,253.3002,2.267,104.1188
0.3884,4.6082,5.5974,254.0506,2.266,104.1916
0.3987,4.5559,5.4574,250.52900000000002,2.2646,104.2644
0.4149,4.548,5.4102,248.0235,2.2637,104.3209
0.4233,4.5012,5.1947,252.9482,2.2641,104.3521
0.4212,4.5086,5.0026,259.9032,2.2673,104.3833
0.4113,4.3716,4.7852,262.1427,2.2741,104.425
0.4082,4.0006,4.141,260.5088,2.2832,104.4866
0.4164,3.8464,3.7921,255.1248,2.2913,104.5482
0.4226,3.9648,3.9765,250.1566,2.2949,104.5702
0.4285,4.098,4.2237,244.8255,2.2928,104.4976
0.4256,4.1929,4.5316,240.0902,2.2864,104.425
0.4233,4.2592,4.6443,241.8638,2.2785,104.3964
0.4241,4.2628,4.6074,235.2639,2.2718,104.5016
0.4307,4.3208,4.7077,235.1631,2.2675,104.6068
0.4329,4.466,4.9359,235.1301,2.2656,104.6965
0.4252,4.5679,5.162000000000001,227.89,2.2656,104.7243
0.4119,4.7955,5.7722,226.6604,2.2664,104.75200000000001
0.4097,4.8978,6.3571,227.4411,2.2666,104.7621
0.4172,4.8347,6.3582,219.7829,2.2653,104.6739
0.4362,4.6408,5.732,211.6036,2.2635,104.5857
0.4557,4.4545,5.182,206.5699,2.263,104.5266
0.4655,4.156000000000001,4.702,198.7803,2.2637,104.7198
0.4626,3.9469,4.2837,192.0959,2.2638,104.9129
0.4555,3.7964,4.0317,192.5242,2.2618,105.1021
0.4498,3.6052,3.7753,191.3563,2.2578,105.2234
0.4434,3.4911,3.5964,189.2663,2.2534,105.3448
0.436,3.3533,3.306,189.3796,2.25,105.4652
0.4288,3.2054,3.1493,185.2596,2.2483,105.6039
0.4241,3.2298,3.1444,187.3687,2.2481,105.7416
0.419,3.063,2.8482,188.0828,2.2489,105.8793
0.4118,3.063,2.8731,190.4481,2.2504,106.0179
0.4047,3.2229,3.2665,191.3535,2.2525,106.1566
0.4012,3.3339,3.4999,195.1709,2.2545,106.2953
0.4007,3.3492,3.5044,196.7272,2.2558,106.3402
0.4013,3.4315,3.5278,199.6756,2.2568,106.376
0.4026,3.4911,3.6651,198.915,2.2585,106.4118
0.406,3.5275,3.7628,201.5632,2.2612,106.141
0.4101,3.5933,3.7979,203.0728,2.2640000000000002,105.8218
0.4121,3.6559,3.9543,205.0748,2.2647,105.5026
0.4116,3.8704,4.4682,213.0886,2.2628,105.7885
0.4132,4.0651,4.8095,220.4088,2.2592,106.2113
0.4197,4.0562,4.7439,223.7478,2.2555,106.6341
0.4302,3.8346,4.2115,237.1819,2.2527,106.8372
0.4385,3.7905,4.0405,247.1754,2.2499,106.9737
0.4434,3.8125,4.059,254.6103,2.2469,107.1102
0.4429,3.8435,4.0481,265.6429,2.2444,107.2235
0.4382,3.8977,4.3058,261.6526,2.2434,107.3277
0.4361,4.2756,5.231,259.6034,2.2434,107.432
0.4391,4.7327,6.4948,261.3258,2.2424,107.404
0.4515,4.9708,7.1972,253.5177,2.2394,107.3113
0.4656,5.0983,7.2682,250.94400000000002,2.234,107.2185
0.4735,5.0315,6.9655,248.8956,2.2261,106.9822
0.4672,4.8978,6.3724,248.3915,2.2162,106.6593
0.4578,4.6395,5.402,248.1085,2.2063,106.3363
0.4515,4.5639,5.0269,241.514,2.2007,105.88799999999999
0.4515,4.6041,5.092,241.3172,2.2023,105.3473
0.4541,4.5548,4.9253,240.5763,2.2111,104.8065
0.44799999999999995,4.3202,4.5952,238.4474,2.2245,104.2329
0.4366,4.2381,4.5214,239.3286,2.2388,103.6298
0.4274,4.1416,4.4174,242.0446,2.2507,103.0268
0.4246,3.8749,3.9652,246.0316,2.2573,102.4887
0.4249,3.8197,3.8375,246.158,2.2587,102.0212
0.4296,3.7645,3.7098,245.2354,2.2558,101.5537
0.4358,3.8198,3.7898,244.9721,2.2498,101.2284
0.4437,4.0323,4.2647,244.3819,2.2417,101.0906
0.4512,4.379,5.1116,246.8737,2.2331,100.9528
0.449,4.5047,5.417999999999999,251.7134,2.2263,100.9295
0.4371,4.3642,4.9765,252.6832,2.2230000000000003,101.0903
0.4204,3.9783,4.0418,253.8823,2.2229,101.251
0.4043,3.7134,3.6729,254.2306,2.2261,101.4793
0.3944,3.571,3.3424,251.081,2.2329,101.8414
0.3862,3.6335,3.3663,252.2976,2.2454,102.2035
0.3778,3.7417,3.5075,251.4515,2.2631,102.566
0.3717,3.8198,3.6387,257.5162,2.2824,102.9298
0.3732,3.8257,3.6585,256.4426,2.295,103.2936
0.3747,3.8554,3.6907,255.3689,2.3077,103.6274
0.3827,3.8139,3.6289,255.5109,2.3143,103.8657
0.3906,3.8497,3.7606,256.1329,2.3196,104.104
0.3936,3.8855,3.8923,255.9891,2.3224,104.3045
0.3908,3.9626,4.0317,254.9808,2.3185,104.3451
0.3865,4.1912,4.4778,251.231,2.3078,104.3858
0.386,4.4430000000000005,5.0672,255.9249,2.2943,104.3993
0.3902,4.4969,5.2446,253.9616,2.2841,104.2501
0.3989,4.5184,5.3018,254.2351,2.2813,104.101
0.4062,4.3605,4.9173,258.7125,2.2833,103.9445
0.4123,4.1551,4.4362,263.7742,2.285,103.7174
0.4202,3.9044,4.0399,269.8487,2.2821,103.4903
0.424,3.8375,4.0089999999999995,267.5174,2.2733,103.2548
0.4264,3.8555,4.0672,267.0488,2.2603,102.8501
0.4217,3.8734,4.1254,260.8476,2.2449,102.4453
0.4186,4.013999999999999,4.388,255.912,2.2297,102.0404
0.4082,4.231,4.8721,250.6805,2.219,102.1101
0.3971,4.4621,5.4574,249.4613,2.2163,102.1798
0.3924,4.6573,6.0912,247.2187,2.2230000000000003,102.2496
0.39399999999999996,4.7755,6.6864,243.918,2.2357,102.1991
0.4019,4.7454,6.4737,239.9603,2.2506,102.1425
0.4061,4.5204,5.8366,239.7145,2.2639,102.0858
0.4046,4.1194,4.7302,242.8255,2.2742,102.0936
0.402,3.7417,3.8803,239.6222,2.2822,102.1083
0.3998,3.5986,3.7154,241.2032,2.2869,102.12299999999999
0.39799999999999996,3.5076,3.5023,234.3821,2.2872,102.0005
0.3969,3.6173,3.6442,230.5047,2.283,101.8547
0.3981,3.7588,4.0102,227.796,2.2772,101.709
0.4002,3.8286,4.2864,224.2896,2.2734,101.7172
0.4002,3.7275,4.038,223.3886,2.2729,101.7622
0.3889,3.6416,3.7724,223.7032,2.2742,101.8072
0.3788,3.5697,3.6619,222.7096,2.275,101.9498
0.3733,3.6389,3.7956,224.7393,2.274,102.1234
0.3752,3.6994,3.8449,228.8841,2.2725,102.2969
0.3746,3.766,3.9682,227.6627,2.2725,102.3423
0.37799999999999995,3.8524,4.1333,228.6866,2.2746,102.3356
0.3831,3.8795,4.1928,234.05599999999998,2.2775,102.329
0.3887,3.8554,4.1517,241.378,2.2797,102.8406
0.396,3.8705,4.1307,249.5813,2.2815,103.6151
0.4015,3.8946,4.1046,258.6566,2.2842,104.3896
0.4083,3.8977,4.0713,267.387,2.2876,104.8972
0.4199,3.9007,4.038,270.7461,2.2882,105.2379
0.4289,3.9099,4.0267,273.6547,2.2811,105.5786
0.436,4.0005,4.1888,282.6446,2.2663,105.8892
0.4424,4.0848,4.3002,295.6564,2.2476,106.1769
0.4199,5.8881,8.1729,295.6734,2.2312,106.9856
0.4188,5.8481,7.9639999999999995,297.7291,2.2337,107.2002
0.4461,6.0524,7.7815,298.8046,2.2205,107.6591
0.45399999999999996,6.1275,8.1211,288.5222,2.2314,107.70299999999999
0.4559,6.1942,8.1707,284.7065,2.2404,107.7353
0.4509,6.2861,8.5718,279.9697,2.2462,107.6464
0.4472,6.228,8.6015,280.9672,2.247,107.5574
0.4461,6.0946,8.283,279.1564,2.2438,107.4705
0.4496,6.0233,8.0047,279.9617,2.2394,107.4329
0.4599,5.8807,7.6435,279.113,2.2362,107.3953
0.4693,5.7379999999999995,7.2823,284.8724,2.2366,107.3574
